,E,M,N,spike,nsp1,nsp10,nsp11,nsp12,nsp13,nsp14,nsp15,nsp2,nsp4,nsp5,nsp5_C145A,nsp6,nsp7,nsp8,nsp9,orf10,orf3a,orf3b,orf6,orf7a,orf8,orf9b,orf9c,SARS,IBV,MERS,CoV-229E,CoV-NL63,MHV
(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,0.23459284,0.17717731,0.750742912,0.131964266,0.129735962,0.37788263,0.487210244,0.856540501,0.989223599,0.035123233,0.22378318,0.198132128,0.172832131,0.471878707,0.298802853,-0.080830492,0.243429661,0.57077235,0.603803337,-0.022514237,0.623637438,0.64353317,0.592192888,0.506766319,0.342285931,1.026001692,0.133831307,-0.438592076,0.309084684,-0.138104618,0.104438007,0.32229802,0.067017257
"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline",0.371821463,0.444154233,0.068932705,0.265128851,0.325222552,0.246900558,0.450984508,0.564736128,0.472370923,0.342890143,0.674273849,0.181057841,0.271488249,0.052040253,0.305662364,-0.232203677,0.583129764,0.452372968,0.709770024,0.387067765,0.551977992,0.573500097,0.670336962,0.030400431,0.098051444,0.480236948,0.230845615,-0.438704342,0.134186566,-0.005672903,0.257742316,0.11477717,-0.030449633
"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",-0.470304847,-0.246321097,0.008428772,-1.059191942,-0.54182291,-0.001698856,-0.564845264,0.24088043,0.456716746,-0.255381346,-0.89657867,-0.191456899,-0.265080929,-0.262358844,-0.941485226,-0.207212344,-0.911012888,-0.74876821,-0.28536135,-0.961059034,0.341963768,-0.043265551,-0.324928343,0.199909166,-0.468571186,-0.749534011,-0.35912022,-0.438789874,-0.219522119,-0.205890596,-1.087906599,-0.893485546,-0.085897446
S-(Methylmercury)-L-Cysteine,-0.468625784,-0.589930415,-0.499180824,0.168830723,-0.060437672,-0.479664832,0.18443048,-0.144994304,0.124261424,-0.089528099,0.049926549,-0.328779936,-0.318496376,-0.23735176,-0.054235157,-0.214515224,-0.482585341,0.222284749,-0.030083777,-0.04724903,-0.321581692,-0.174939215,-0.084987581,-0.221286148,-0.191707626,0.416647315,-0.37505725,-0.439415485,-0.489037067,-0.003089157,-0.042134706,-0.015348907,-0.350172549
3-thiaoctanoyl-CoA,0.266572505,0.254657984,0.430459589,0.286747307,0.183886737,0.158736452,0.515260339,0.470448703,0.52905339,0.090734094,0.341935337,0.257984787,0.255902469,-0.091774397,0.324563742,-0.263834476,0.389642775,0.458344012,0.403133631,0.421921611,0.305446088,0.123081818,0.399472773,-0.095301956,-0.023972966,0.643526196,0.01769343,-0.439625144,0.333913565,0.444482863,0.444060087,-0.076710649,0.103182085
1-Methylhistidine,-0.201702148,-0.388399959,-0.350423366,-0.149414584,-0.109891094,-0.255268067,0.08143729,-0.144603163,-0.155559018,-0.478557885,-0.084335558,-0.397736192,-0.093119025,-0.506043017,0.010379059,-0.590596199,0.093775302,0.143819019,0.023689454,-0.244823918,-0.2501387,-0.338071615,-0.095557109,-0.482359171,-0.444425493,0.246156365,-0.351267248,-0.439802229,0.020750359,-0.062870875,-0.001278046,-0.055836845,-0.230911791
"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",-0.251196802,-0.393667698,-0.23144418,-0.316003174,-0.026773294,-0.210533381,-0.119805418,-0.211869746,-0.211534277,-0.269604027,-0.102662906,-0.338990688,-0.236681715,-0.102170393,-0.288518935,-0.149993256,-0.224441111,-0.255680859,0.152300939,-0.338593781,-0.209915742,-0.062657937,0.010121409,0.02989511,-0.153023511,0.356871694,-0.376699865,-0.440028518,-0.276379943,-0.427160084,-0.229071662,-0.026921997,-0.293775588
Phenylphosphate,0.050166689,-0.050920933,0.102940798,-0.618687093,-0.075807266,-0.062037028,-0.193102881,0.190477312,0.035798978,-0.488871694,-0.122724004,-0.18104212,0.014434608,-0.408608198,-0.22225593,-0.509026825,0.287235975,-0.043909814,0.253276289,-0.451534122,0.217564657,-0.065230094,0.005226972,-0.220513418,-0.353121191,0.118579432,-0.218301311,-0.441029668,0.237865493,-0.171063691,-0.257829905,-0.160025924,-0.149540052
4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,-2.201647758,-1.974397779,-1.484030604,-2.190398693,-1.361950397,-1.987415075,-2.098507404,-1.473216653,-0.141891569,-2.098014593,-2.158116817,-1.56099236,-1.75869894,-1.521113276,-1.90356791,-0.708128452,-2.078972816,-2.39542675,-1.96430397,-2.596707821,-2.012419701,-1.85380733,-2.001320601,-1.378532648,-1.138925314,-1.548043728,-1.244485259,-0.44281131,-1.571926355,-1.75704968,-2.048382282,-1.387375474,-1.486572385
Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,0.180410773,-0.091717802,0.456713915,-0.081403501,0.502482772,-0.051985536,0.107149057,0.493157476,0.681902349,0.040416699,0.586738706,0.156839609,-0.053339567,0.177530184,-0.098428175,0.093956634,0.312073231,0.227551967,0.675952256,0.222464025,0.202960968,0.507843316,0.513164759,-0.001452708,0.36727187,0.835705459,-0.047245067,-0.442852378,-0.07657703,-0.079923347,0.115454882,0.216006562,-0.425491393
S-NONYL-CYSTEINE,-0.077837721,-0.272337049,-0.751114905,0.15430446,0.257066011,-0.461187363,0.022580329,-0.117569856,0.768219292,-0.144801199,0.070433386,-0.028720375,-0.34591639,-0.18881844,-0.061946578,0.148836032,-0.314136297,-0.678305924,0.203448549,0.100783572,-0.482626915,-0.317735463,0.129136339,-0.270204872,-0.228531271,0.015739892,-0.22491698,-0.443047404,-0.921526134,-0.060492624,0.195523068,-0.194423363,-0.352853179
Debromohymenialdisine,0.076943509,0.159663484,-0.070449419,-0.260267138,0.286955327,-0.052254487,0.194444373,-0.018186238,0.607058227,-0.142754838,0.299985439,-0.097924761,0.104687743,-0.286162019,-0.230353668,-0.04554259,0.125397623,-0.367643476,0.637420893,0.024285939,0.055568539,-0.023496481,0.457890689,0.124287352,-0.171323925,0.298040509,-0.197409868,-0.443821728,-0.158316985,-0.205725938,0.025784722,-0.201828763,-0.024895046
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,-0.87801981,-0.67743516,-0.649715602,-0.704712272,-0.112544224,-0.461480349,-1.025746703,-0.901693225,-1.703053117,0.119827941,-0.100552596,-0.326531619,-0.717929661,-0.23086755,-1.169761777,0.380738914,-1.106792212,-1.078101873,-0.446662396,-0.358330905,-0.550460517,-0.241958812,-0.426359981,-0.521385789,0.016794242,-0.505900741,-0.382926047,-0.444384933,-1.230141401,-1.108767748,-0.793944061,-0.837542713,-1.210035801
PX-12,0.025062928,-0.113115542,0.188169599,0.079728849,0.208458364,-0.089225538,0.15605104,0.611866236,0.649923027,-0.115220711,0.189845815,0.124404699,0.051319379,-0.102351032,0.299632818,-0.060894582,0.092648081,0.039311472,0.528261542,0.208329111,0.450443685,0.219802618,0.398305386,-0.077455297,-0.189729199,0.502833903,-0.041366253,-0.44460848,-0.13547039,-0.15861994,0.13464886,0.116677903,-0.126952022
4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE,0.126630336,-0.218585983,-0.12315245,0.059831917,0.426550716,-0.112724081,0.137792856,0.457765579,0.583118081,0.188269049,0.551775634,0.197235018,-0.198878109,-0.058238678,-0.060717799,-0.040359262,0.1199077,0.268266886,0.534616888,0.278430611,0.146879762,0.33605957,0.397040814,-0.312328607,0.071087651,0.437918365,-0.02702651,-0.44466874,-0.261001021,0.08632154,0.082050018,0.00425568,-0.503294051
"7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem",-0.563997209,-0.633439958,0.02652186,-1.366341829,-0.976832151,-0.320781708,-1.283923388,-0.629377961,-2.026713371,-0.87327224,-1.425331235,-0.3874681,-0.765048265,-1.172842145,-1.387796402,-0.836672664,-0.847820103,-1.007979393,-1.955521107,-1.156453609,-0.672354877,-1.553710699,-1.735465527,-1.952232122,-1.184533834,-1.348015189,-0.842670321,-0.444788486,-0.188747793,0.330097347,-1.005902529,-1.693695664,-1.018020391
4-(ACETYLAMINO)-5-AMINO-3-HYDROXYBENZOIC ACID,-0.30308339,0.227011487,-0.066593744,-0.189923346,-0.845178127,0.294351429,-0.307651252,-0.59446007,-0.97741425,-0.183203056,-0.366606206,-0.393296063,0.089116737,-0.188119769,-0.241995499,-0.956173062,0.217414573,0.30373165,-0.009973105,-0.335749596,0.359953344,0.323419541,0.194697544,-0.12753959,-0.226275638,-1.116307497,0.058393963,-0.44516027,0.461595178,-0.053972505,-0.149847016,-0.081957698,-0.029188277
Xylose-Derived Imidazole,-0.422831148,-0.970041513,-0.749513924,-0.93944031,-1.302067757,-0.805138052,-1.101322293,-0.641564846,0.280465215,-0.893865705,-0.980178893,-0.592072308,-1.106116295,-1.370712757,-1.047815442,-1.237036467,-0.473070234,-0.07654658,-1.493867874,-0.482195169,-1.023418903,-1.321687222,-1.454300761,-1.466742039,-1.532281756,-1.178201437,-1.220845461,-0.446204901,-0.451778293,0.406431943,-0.780537844,-1.443593502,-0.735890567
2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),0.301952481,0.016151614,0.085090123,-0.368126363,0.198028609,-0.106810451,-0.282250136,0.18183063,-0.106572859,-0.128351539,0.338144541,0.07589373,-0.18526803,-0.245063305,-0.261025697,-0.190569416,0.395238996,0.00182532,0.23259294,0.084587693,-0.053911209,0.007519474,0.07937777,-0.505754769,-0.118905053,0.353242218,-0.209641129,-0.44681257,-0.07838396,-0.132791653,-0.014847026,-0.280534118,-0.525523245
Thonzonium,-0.356075734,-0.13992627,-0.053252462,-0.281640172,-0.281477749,0.147121489,0.066067711,-0.004384662,-0.574078679,0.025022343,-0.440129966,-0.116290748,-0.064998776,-0.166882962,-0.488110304,-0.067356825,-0.52153486,-0.260523796,-0.248453319,-0.42602098,0.178783134,-0.11496865,-0.241341263,-0.058530651,-0.393072039,-0.464563757,-0.138919666,-0.446816146,-0.130646631,0.065920219,-0.368606478,-0.522068381,-0.215374425
[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER,-0.289023638,-0.420887977,-0.352400154,0.279604554,0.296867311,-0.175711751,0.327459455,0.255666226,0.723669648,0.065389551,0.21330598,0.01354981,-0.22635071,-0.093187124,0.066028073,-0.040972177,-0.204499736,-0.035433531,0.326441616,0.070560865,-0.186685592,0.051154032,0.288628221,-0.404243797,0.056173831,0.634142399,-0.140914366,-0.446883291,-0.552207947,0.074012429,0.149778023,0.03154764,-0.415161312
Pertuzumab,-0.139198825,-0.519365132,-1.255905986,-0.248031721,-0.018169193,-0.563910902,0.444734216,-0.742859662,2.218845606,-0.091267601,0.187628224,-0.453339517,0.199152187,-0.683471501,-0.486139685,-0.297988772,-0.742221415,-0.792230546,1.445687175,0.699098587,0.270396173,-0.149086162,0.773910403,1.45651114,-0.606743097,-0.096896917,-0.927298665,-0.447356224,-0.332538366,0.421962351,0.177702516,0.140301704,0.655876637
Piclamilast,0.474624068,0.155994684,1.047540784,0.691211343,0.546615958,0.105404928,0.88829577,1.249898791,1.920235634,0.025037898,1.023354411,0.311302304,0.044279184,0.518624902,0.811701119,-0.058508955,0.686127663,1.505306482,0.858364403,0.591369808,0.288706511,0.632067621,0.905909359,0.274543971,0.696063101,2.063497305,0.167227238,-0.447357684,0.478605807,-0.273584247,0.68359077,0.603031337,-0.253489107
"R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid",-0.71522373,-0.582402289,-0.594335258,0.221698433,0.102492765,-0.398484796,-0.05784997,0.02040715,0.167857677,-0.101327889,0.315397739,-0.458247691,-0.453483611,-0.035167743,0.011464531,-0.511328578,0.031627759,0.291975528,0.434524834,-0.212823868,-0.100529857,0.489824593,0.39452818,-0.657009602,0.381880313,0.535273314,-0.066814885,-0.447522074,-0.742157161,-0.338192046,-0.09558218,0.56485641,-0.743162036
"(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid",-0.229716241,-0.189182997,-0.359433055,-0.169883445,0.015217329,-0.149467602,0.126484379,0.092594519,0.941205144,-0.167565271,-0.022272581,-0.326766729,-0.315306723,-0.009782329,-0.318750829,0.001977464,-0.258668929,-0.442003727,0.287967443,-0.4259471,-0.232073307,0.046813279,0.237035245,0.090139128,-0.071728155,0.12332546,-0.208720103,-0.447858661,-0.502182841,-0.469704241,-0.162486851,-0.059332568,-0.24699679
Rubella virus vaccine,1.33652401,2.045607805,2.461349726,1.016711473,0.492246777,2.12848258,1.554204702,1.663426757,2.24234581,2.428305864,1.891517043,1.551980615,0.978784561,1.953003049,0.221904829,0.759679198,0.479013234,1.703743815,1.620074749,1.805659413,2.406245947,2.71410203,2.290040493,1.963035583,1.492946386,1.009624362,1.00630784,-0.448506266,0.622360826,0.435241222,0.205904037,-0.094558291,0.765447855
L-gulonic acid 6-phosphate,-1.674561501,-2.055951118,-1.507809997,-1.0973593,-1.514932036,-2.235793352,-1.669731379,-1.417826176,0.048342723,-1.887768388,-1.310184002,-1.462588191,-1.528260231,-1.737250209,-0.752762914,-1.831325412,-0.685136139,-0.047665115,-1.352310181,-1.183645487,-1.846575141,-1.358884454,-1.670413971,-1.741724133,-0.890985727,-0.747584343,-1.191243529,-0.448566049,-0.36535567,-0.223197967,-0.752926767,-0.314554483,-1.306378126
"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",-0.522708893,-0.00259985,-0.644133508,0.658109128,-0.130415127,0.550311625,0.718312621,-0.712451339,-0.610278547,0.265149117,0.224761024,-0.422212392,0.419520944,-0.394075036,0.164360821,-0.308664739,0.104294218,-0.069657251,1.010160089,0.745006204,0.303004324,-0.041187249,0.895552874,0.175564408,-0.455494761,0.189640537,-0.273855984,-0.448828369,-0.26086548,-0.177306831,0.466206431,0.010900195,0.272079647
CX717,0.00694648,-0.393217683,0.288341016,0.236235991,0.613746285,-0.206200436,0.359980792,0.648486197,0.839515388,0.158610389,0.578267276,0.315570414,-0.044136278,0.116634578,0.061011121,0.181268945,-0.21324715,0.526851356,0.472196549,0.229203641,0.17713137,0.334757864,0.448085338,-0.15969497,0.348078787,0.834445,-0.031166494,-0.448842049,-0.151275069,0.399427056,0.255589247,0.1936488,-0.518449664
"(5Z)-7-{(1R,4S,5R,6R)-6-[(1E)-1-Octen-1-yl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}-5-heptenoic acid",-0.114269942,-0.402928501,-0.592526972,0.352104902,0.133638144,-0.482619315,0.05215513,0.130647838,0.836649299,-0.331994355,0.288364857,-0.226699233,-0.310505629,-0.289907426,0.421193123,-0.559597552,0.41879195,0.163660109,0.542093158,0.255443633,-0.188347146,0.086779729,0.391946644,-0.651423693,-0.053609286,0.499822348,-0.090084091,-0.448974341,-0.393080503,-0.044644386,0.372336149,0.410458952,-0.378839821
CZEN 002,0.278338134,0.255363584,0.286785185,0.674950242,0.363311917,0.152093619,0.544967115,0.686647058,0.720577419,0.658280075,1.170785189,0.194067821,0.098063774,0.518810332,0.448038429,-0.172618002,0.738139272,1.049540401,1.021603942,0.852890253,0.691149771,1.269717932,0.899832547,0.076842479,0.602929056,0.917215943,0.320977807,-0.449591786,-0.067347758,-0.001688178,0.36353001,0.665198207,-0.288780302
N-Allylaniline,-0.18792893,-0.309331596,0.06096182,-0.193665668,-0.349009842,-0.622525096,-0.253518581,-0.061789539,0.37375918,-0.273071319,0.290792525,-0.398369998,-0.488654107,-0.328580767,-0.078129858,-0.806391418,0.170772314,0.400266618,0.199101165,0.29825291,-0.239218339,0.188731119,-0.17322579,-0.516301453,-0.117394775,0.574251473,-0.390397459,-0.449639857,0.335783035,-0.12119846,-0.072595537,0.007775931,-0.308910429
Ulixertinib,-0.020810602,-0.139087617,-0.007871513,0.076613642,0.194544658,-0.155596584,0.388512373,0.409727901,0.609281063,0.023712309,0.416281223,0.010481399,-0.038099475,-0.264178246,0.068696931,-0.312877625,0.100239679,0.2872805,0.47288835,0.145559728,0.09287554,0.131821737,0.296797991,-0.21498777,-0.070326649,0.840524077,-0.180653885,-0.449870199,0.077268459,0.043783832,0.08565636,-0.018030191,-0.166056722
"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",-0.367031842,-0.301417589,-0.728799582,-0.136650026,-0.158028245,-0.266697288,-0.035985541,-0.274962366,0.608443499,-0.338268161,-0.498102516,-0.313597769,-0.23952125,-0.205901727,-0.392456502,-0.099396586,-0.446770787,-0.767148674,0.114661872,-0.572654724,-0.366178721,-0.292870641,0.110150591,-0.049141355,-0.253232569,-0.521449864,-0.238315701,-0.449938953,-0.564006329,0.19458355,-0.020380419,-0.174207851,-0.118896134
PPI-2458,-0.281959951,-0.165070027,-0.058891848,-0.227378026,-0.084706143,-0.028315585,0.051751249,0.022912325,0.018345365,0.191040426,0.196618602,-0.092726313,-0.271646231,-0.317079455,-0.583455861,-0.260690987,-0.359327257,0.014357743,0.214501038,-0.072424896,0.112906836,0.06595204,0.116776869,-0.278010696,-0.24554266,0.268558025,-0.344230413,-0.450132996,-0.026682734,0.038731385,-0.197779715,-0.535954714,-0.271272361
5-Iodo-2'-Deoxyuridine-5'-Monophosphate,-0.724265933,0.549558938,-0.111522079,-0.282176346,-1.30579567,-0.114405006,-0.583213151,-0.530258894,-0.216281533,0.971995592,-0.610003114,0.280688047,-0.62866652,-0.018515347,-1.238179684,-0.273124665,-1.335729122,-0.491254181,-1.063745379,-0.142375171,0.11380589,0.329259545,-0.637235224,-0.146640494,-0.08875481,-1.832179427,0.08515422,-0.450698495,-0.615092635,0.471433699,-1.256101131,-1.718916774,-0.069471501
1-Hydroxy-1-Thio-Glycerol,-0.459446996,-0.21994935,-0.408907741,0.278059185,-0.426776886,-0.239231944,0.020446582,-0.482842535,-0.36449483,0.183339804,-0.000935492,-0.417586088,-0.459790528,-0.020691764,-0.329218328,-0.55205071,-0.231619254,0.369560987,-0.22848396,-0.245354995,-0.410593629,0.196877509,-0.094103001,-0.322355241,0.231108144,-0.281273812,-0.102485359,-0.450948894,-0.047352698,0.280390501,0.012668892,0.014604677,-0.446306378
C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,0.00096111,-0.203234643,0.133553281,-0.325085431,-0.253174514,-0.020727839,-0.002596739,0.154411212,-0.585715711,-0.367996514,-0.248195663,-0.209099412,-0.03183734,-0.726140976,-0.177087516,-0.788912356,0.212131828,0.269319266,-0.267503828,-0.140693083,0.000311952,-0.491498709,-0.393254638,-0.856437087,-0.738560855,0.035523999,-0.431758612,-0.451100886,0.570529222,0.444690853,-0.014766289,-0.518318415,-0.17378363
Carbazole,-2.351338625,-1.607377529,-2.406146049,-2.981231928,-2.670728445,-1.872060299,-3.221043587,-1.847082615,-0.526928186,-2.327172041,-3.472244978,-1.795410633,-2.133473158,-1.543548942,-2.621082306,-0.696225822,-3.085636139,-3.416258812,-3.421482325,-3.780155897,-2.384208202,-2.590375662,-2.897189379,-1.14981401,-2.139388323,-3.479911327,-1.723813415,-0.451512426,-2.726331472,-2.410934925,-3.28136301,-2.698307753,-1.336309433
SD-0006,0.131541789,-0.035474442,0.380688995,0.10965962,0.278872967,0.110161901,0.251282305,0.425664872,0.098134264,0.155059248,0.747375548,-0.062446099,-0.119927377,-0.060619157,0.037629578,-0.537986815,0.609500468,0.881676316,0.603672504,0.275786489,0.2093364,0.527345538,0.49942857,-0.455302507,0.340377927,1.097368598,-0.072234981,-0.451618642,0.467088968,-0.030165238,0.233640864,0.251477748,-0.481781691
Ranirestat,0.254738569,-0.047405206,0.54608047,0.350340426,0.67248857,-0.433529079,0.282899976,0.688513637,1.536463737,-0.154882699,0.619022846,0.54042685,-0.034333784,-0.079332016,0.592940331,0.155476019,0.217423946,0.012477556,0.648543417,0.824649096,0.042532206,0.093499564,0.495839864,-0.344126642,0.211840719,1.338025093,0.013437022,-0.452371478,-0.160014689,0.035636809,0.621725678,0.130061865,-0.196874216
"2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one",0.379854321,0.131217167,0.364943057,0.065927126,0.237913743,0.009668867,0.26295203,0.381386936,0.81011349,-0.135518655,0.499017477,0.046053492,0.116678163,-0.018561695,0.243364543,-0.32325536,0.606911778,0.456203073,0.693077385,0.345082611,0.160890609,0.290981859,0.505336344,-0.044939768,0.089716144,0.82174927,-0.096805803,-0.452833503,0.39498964,0.05865147,0.413962692,0.201318383,-0.032266926
"(2S)-1-[(2S,4R)-4-Benzyl-2-hydroxy-5-{[(1S,2R,5S)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-N-(2-methyl-2-propanyl)-2-piperazineca rboxamide",-0.676645041,0.05706501,-0.248322472,-1.086815,-1.034221411,0.130132928,-0.737426341,-0.12162032,-0.140823513,-0.1223967,-0.994784951,-0.383140832,-0.282798111,-0.224434108,-1.107915759,-0.545118213,-0.773928523,-0.690300345,-0.435906291,-1.158548594,0.419280499,0.247589484,-0.31567055,0.194725186,-0.425795436,-1.374420524,-0.181158453,-0.453066319,-0.241890326,-0.484253407,-1.43584609,-0.979991376,-0.044983756
Threonine-Aspartic Ester,-1.290403366,-1.381347418,-1.07515049,-2.223371029,-1.688866258,-1.313732386,-2.316904783,-1.961565137,-0.885161757,-2.081471205,-2.322603464,-1.745642185,-1.328555465,-1.134982347,-1.741871715,-1.127595067,-1.036264658,-2.098753691,-1.474582553,-2.184119701,-1.73841989,-1.521722674,-1.811555743,-0.759637475,-1.109330416,-1.468457937,-1.391936183,-0.453487128,-0.897139192,-1.048964977,-1.541219831,-0.788617969,-0.793343782
Tagetitoxin,0.254632682,0.156232327,0.545777261,-0.126617476,-0.262428045,0.609180808,0.308706313,-0.217496604,0.32652548,-0.061878216,0.240845278,-0.684317052,0.163262278,0.445536345,-0.241811186,-0.065691493,0.006244304,0.128744796,0.727232873,0.110622205,0.209623203,0.418529809,0.551265001,1.21301949,-0.148317769,0.667872131,-0.513994277,-0.453826815,0.358599633,-1.173612952,0.064306431,0.198721156,0.073409833
"3,6-dihydroxy-xanthene-9-propionic acid",0.587272406,0.147306845,0.745143414,0.383837402,0.599915326,0.162393793,0.277244091,0.683104038,0.354959935,0.487888604,0.9723019,0.568362117,-0.083377324,0.398644388,0.18647851,0.168320417,0.480219424,0.708915234,0.609565675,0.89007169,0.381808579,0.685054898,0.541245282,-0.12290962,0.498123795,1.032497287,0.167533293,-0.454193711,0.090675287,0.094715536,0.480202377,0.149121612,-0.532299161
Adenosine monotungstate,-0.816555381,-0.605687201,-1.294289827,-0.114996955,-0.548709393,-0.54487294,-0.017126383,-0.812900364,0.333300412,-0.503857791,-0.873112261,-0.658890665,-0.445471555,-0.623828292,-0.527140021,-0.428702116,-0.943947554,-0.913995445,-0.253256202,-0.712058187,-0.700190425,-0.802543998,-0.338292003,-0.226898685,-0.732826114,-0.848855495,-0.549438298,-0.454206437,-0.771627843,0.313940644,-0.178897604,-0.505019307,-0.016210387
9(S)-HODE,-0.19774951,-0.154045716,0.008621683,-0.191590965,-0.072198182,0.032238644,0.008034794,0.177840605,0.028048569,-0.299370587,-0.089942217,-0.202245906,0.006331452,-0.285613716,0.007492803,-0.462144375,0.223635718,0.031501416,0.069268323,-0.295536637,0.166744441,0.030960228,0.139806777,-0.462951422,-0.231873453,0.042008698,-0.079677142,-0.454833329,-0.070748322,-0.196733162,-0.183191106,-0.089311242,-0.249496967
N-(Sulfanylacetyl)Tyrosylprolylmethioninamide,-2.414901257,-1.940959096,-1.982154727,-1.979314327,-1.909725785,-1.263544083,-1.946104765,-3.2361691,-3.093196154,-2.083905458,-2.279483557,-2.434723139,-1.30190444,-2.088869572,-2.065678835,-1.694888592,-1.546734214,-1.885920286,-1.870432854,-2.307970047,-2.029767513,-2.275019407,-1.910939336,-1.50612402,-1.500092864,-1.644117236,-1.674505711,-0.455825001,-0.876587451,-1.320990443,-1.543057323,-1.139048934,-1.127156258
"Inositol 1,3,4,5-Tetrakisphosphate",-0.301790297,-0.005073293,-0.085879058,-0.189396247,-0.221148148,-0.011400536,0.554015875,-0.051528148,0.651027918,-0.219486624,0.236548632,-0.540339291,0.097476304,-0.492839724,-0.19869937,-0.648727536,0.010022829,0.363058835,0.376872271,-0.287328392,0.015172735,-0.116080672,0.313348353,0.176397726,-0.249171063,0.712831557,-0.359923482,-0.455996573,0.37865603,-0.469924122,-0.136618063,-0.2337327,0.136166543
9-Aminophenanthrene,-0.461203128,-0.091807894,0.020517219,-0.814013541,-0.138532266,-0.25418368,-0.517696798,0.191673934,0.314908206,-0.094536319,-0.088522516,-0.308242828,-0.30496186,0.204704031,-0.552390635,-0.018059742,-0.433954418,-0.681706905,0.384025484,-0.583852768,0.302214652,0.642092943,0.106802486,0.33810544,0.189577579,0.151278406,-0.060156569,-0.456171215,-0.467333049,-1.003741145,-0.977561653,-0.093087055,-0.243605942
Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide,-0.058050517,0.009659344,0.303585202,0.068041094,-0.021557732,-0.0575542,0.241195351,0.453051537,1.179712534,-0.182642668,0.230397284,0.03549635,-0.032806911,-0.067129411,0.140823156,-0.581633151,0.255005568,0.661980391,0.567147791,0.012457497,0.350825697,0.369575351,0.535617173,-0.038597852,0.168645322,0.727113962,-0.017567948,-0.456243873,0.266350925,0.205706984,0.120021649,0.187968686,-0.061231337
Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,-0.568566024,-0.19695887,-0.351434708,-0.202868864,-0.495135993,-0.495988548,-0.382296979,0.31443876,1.15534234,-0.188998908,-0.761615634,0.170398891,-0.311672211,0.099709332,-0.156310946,0.437776506,-1.293314695,-0.776366532,-0.412278533,-0.620476425,-0.040162347,-0.084394395,-0.170302153,0.436453551,-0.23180674,-0.732168376,-0.046672374,-0.456699073,-0.978652239,-0.454657167,-0.663888335,-0.634349108,-0.073262185
N-(carboxycarbonyl)-D-phenylalanine,0.071715772,-0.048006676,0.139594331,-0.056885067,0.149947241,-0.018163327,0.232375279,0.259721726,0.426326245,-0.242756128,0.300391227,-0.125457391,0.136052489,-0.082628988,0.189846531,-0.28566125,0.390291989,0.233578548,0.623913765,0.048814088,0.288295805,0.261665016,0.484790325,0.043764595,-0.063487537,0.584130466,-0.074285731,-0.457292557,0.082302071,-0.336074531,0.125719398,0.252657831,-0.111097224
"(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",-0.156896546,-0.297787189,-0.087375395,-0.370807439,-0.039199866,0.060116738,0.115543932,-0.131742418,-0.024441713,-0.457271099,-0.14765048,-0.39441216,0.107048586,-0.222498924,-0.186043262,-0.386257619,0.075147554,0.04093923,0.366592735,-0.509913921,0.082610488,-0.053100523,0.292228132,0.151374236,-0.157601684,0.173777536,-0.256256133,-0.458189607,0.209696233,-0.188054681,-0.045744818,0.127588958,-0.109343193
